country,horizon,model,version,n_features,use_revin,use_augmentation,use_regime_switching,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,train_r2,val_r2,test_r2
usa,1,Ridge,v3,15,True,True,False,0.283767435854647,2.3655627211990193,0.42609085252118456,0.22543822789887893,1.5454162865725154,0.322582466648924,0.8587951454118175,-0.2074476136598944,-0.4877032543637472
usa,1,LASSO,v3,15,True,True,False,0.7551635039950598,2.1587328416841305,0.36865612316882407,0.48315972112436467,1.5108972888979426,0.3108176560777921,-1.4971598511159812e-05,-0.005534925803386104,-0.11366557446882108
usa,1,Random Forest,v3,15,True,True,False,0.20299588352933984,1.6416372193480582,0.3941700059948433,0.15002570314486724,1.0100761598568353,0.3029771818921165,0.9277398300956832,0.4184946131150562,-0.27314843212537654
usa,1,XGBoost,v3,15,True,True,False,0.08832261141270659,1.645761779149141,0.37408354979718383,0.06417341956532355,1.008272736323983,0.2811189484171463,0.9863205600075537,0.41556891585035893,-0.14669815289780685
usa,1,Gradient Boosting,v3,15,True,True,False,0.08850704118349384,1.630186879079423,0.3750850116326218,0.06695674046194411,1.0296465854666361,0.2818454240610125,0.9862633712533048,0.4265782668481499,-0.1528460393705653
usa,1,Regime-Switching,v3,15,True,True,True,0.36720951088268455,2.0660732356581883,0.4470728350130708,0.2670720355795681,1.3363575697881025,0.3569896979436716,0.763542900335056,0.07893392603255467,-0.6378286200283483
usa,1,Ensemble,v3,15,True,True,False,,,0.37838351891847355,,,0.28462577800439676,,,-0.17321151032070659
canada,1,Ridge,v3,15,True,True,False,0.2957208550388578,2.4860657723867576,0.44575427767061565,0.2299406727869084,1.7586672857480181,0.3163893733301834,0.7740198079225871,-0.14353209093213537,0.4582026428092345
canada,1,LASSO,v3,15,True,True,False,0.6220839516930022,2.3434116557224094,0.6062061239518438,0.448056326355975,1.6552983799796799,0.4377621402508506,-1.0275095469358675e-05,-0.016062210756788042,-0.002043284498860487
canada,1,Random Forest,v3,15,True,True,False,0.22865246994909047,2.0034526104625874,0.47491748891881036,0.15461776555156917,1.4001265649910142,0.3323261357161762,0.8648990941001172,0.2573549745908489,0.38499001214590056
canada,1,XGBoost,v3,15,True,True,False,0.1636840859322425,2.056037533542806,0.46078721813257295,0.12175827434757973,1.4459787201136594,0.3223669233526777,0.9307660066583706,0.21785872466576883,0.4210424919218866
canada,1,Gradient Boosting,v3,15,True,True,False,0.08030591205287055,2.026029243809641,0.49112858488470795,0.058700014864916744,1.3546744575760492,0.38464224034038386,0.9833351463265612,0.24052313776162848,0.3422872409324095
canada,1,Regime-Switching,v3,15,True,True,True,0.3732520542691853,2.253881701450513,0.49676372324257284,0.2891271384384805,1.5902173508603956,0.3480298098429117,0.639993053929014,0.06009196256130156,0.3271076513069735
canada,1,Ensemble,v3,15,True,True,False,,,0.4689635691361754,,,0.3339023417472819,,,0.4003137986606333
japan,1,Ridge,v3,15,True,True,False,0.47987088162572866,1.6240667743105102,0.43805469879563136,0.3472687481581081,1.1872813807699554,0.33623926994141523,0.7292785391556484,0.0528489352324677,-0.7342553026807406
japan,1,LASSO,v3,15,True,True,False,0.922348956144842,1.756465009994368,0.33290467920206307,0.6242565970247832,1.2065387534105123,0.26189030545572056,-0.000148321024206588,-0.10787431642669554,-0.0016042156534630259
japan,1,Random Forest,v3,15,True,True,False,0.3533779358693385,1.6094027930647676,0.3810786324800262,0.25095683690869486,1.0094509020538263,0.2839564953370916,0.8531909770586077,0.06987570106124641,-0.3124583821472475
japan,1,XGBoost,v3,15,True,True,False,0.1483187487017632,1.6037241010538548,0.350723834924997,0.10557455097983752,0.9980136569891291,0.2864783022688218,0.9741377685061507,0.07642790914183761,-0.11169821203644159
japan,1,Gradient Boosting,v3,15,True,True,False,0.18775852675989682,1.5757745532378804,0.3458893197719846,0.13790276470448484,0.959422061327191,0.2861521219957418,0.9585548966558232,0.10833924026180164,-0.08126127528087634
japan,1,Regime-Switching,v3,15,True,True,True,0.5895188188842799,1.5746100268167282,0.346974201953463,0.4214774044621233,1.0564693848911015,0.26525816333159885,0.5914274023179579,0.10965666073514901,-0.08805466638124337
japan,1,Ensemble,v3,15,True,True,False,,,0.341886501870952,,,0.2908767038216995,,,-0.056380203596195555
uk,1,Ridge,v3,15,True,True,False,0.14135106986935267,3.4717279079141288,0.19968542372893286,0.10918760774521889,2.441125671614679,0.1631578386381714,0.8936062250847518,-0.726039367614062,0.2923682231753779
uk,1,LASSO,v3,15,True,True,False,0.4333539004560285,2.6455685765459056,0.2561690217955718,0.2612973406424627,1.9942443797259475,0.21299229810842987,-7.916204179947428e-06,-0.0022991976853599105,-0.16457595352261434
uk,1,Random Forest,v3,15,True,True,False,0.09252709508754281,2.56662932638624,0.22630103979028962,0.06407580139666356,1.83180684846074,0.18231896999487351,0.9544114401006316,0.05662222569211628,0.09115944651823504
uk,1,XGBoost,v3,15,True,True,False,0.04162117521305401,2.5733609630042893,0.21190318628452945,0.029949121513064454,1.8426173516814774,0.17615067818107813,0.9907754179997547,0.0516672412129936,0.20312615484120877
uk,1,Gradient Boosting,v3,15,True,True,False,0.03891095044491111,2.5346276243298593,0.2402968798961481,0.029969584715603917,1.8136375313490039,0.20639813140467478,0.9919376490948799,0.0800003472662646,-0.024733330388076125
uk,1,Regime-Switching,v3,15,True,True,True,0.2117928163928048,2.82331894424561,0.17028182310048295,0.1437703762226715,2.0152956027597124,0.12162017145669372,0.7611416271724505,-0.14150868525200067,0.48542203970841225
uk,1,Ensemble,v3,15,True,True,False,,,0.2248027490524706,,,0.19075712318759394,,,0.10315408514789692
